episode,reward,epsilon,lr_per_ep
753,16.0,0.749,5e-05
754,32.0,0.7486666666666666,5e-05
755,57.0,0.7483333333333333,5e-05
756,105.0,0.748,5e-05
757,44.0,0.7476666666666667,5e-05
758,22.0,0.7473333333333334,5e-05
759,14.0,0.747,5e-05
760,40.0,0.7466666666666666,5e-05
761,22.0,0.7463333333333333,5e-05
762,10.0,0.746,5e-05
763,58.0,0.7456666666666667,5e-05
764,25.0,0.7453333333333334,5e-05
765,36.0,0.745,5e-05
766,28.0,0.7446666666666666,5e-05
767,12.0,0.7443333333333333,5e-05
768,25.0,0.744,5e-05
769,41.0,0.7436666666666667,5e-05
770,64.0,0.7433333333333334,5e-05
771,18.0,0.743,5e-05
772,31.0,0.7426666666666666,5e-05
773,54.0,0.7423333333333333,5e-05
774,86.0,0.742,5e-05
775,110.0,0.7416666666666667,5e-05
776,57.0,0.7413333333333334,5e-05
777,116.0,0.741,5e-05
778,38.0,0.7406666666666666,5e-05
779,114.0,0.7403333333333333,5e-05
780,26.0,0.74,5e-05
781,51.0,0.7396666666666667,5e-05
782,78.0,0.7393333333333334,5e-05
783,18.0,0.739,5e-05
784,27.0,0.7386666666666667,5e-05
785,45.0,0.7383333333333333,5e-05
786,27.0,0.738,5e-05
787,26.0,0.7376666666666667,5e-05
788,35.0,0.7373333333333334,5e-05
789,55.0,0.737,5e-05
790,17.0,0.7366666666666667,5e-05
791,18.0,0.7363333333333333,5e-05
792,15.0,0.736,5e-05
793,44.0,0.7356666666666667,5e-05
794,54.0,0.7353333333333334,5e-05
795,17.0,0.735,5e-05
796,22.0,0.7346666666666667,5e-05
797,36.0,0.7343333333333333,5e-05
798,20.0,0.734,5e-05
799,126.0,0.7336666666666667,5e-05
800,11.0,0.7333333333333334,5e-05
801,40.0,0.733,5e-05
802,22.0,0.7326666666666667,5e-05
803,52.0,0.7323333333333333,5e-05
804,124.0,0.732,5e-05
805,26.0,0.7316666666666667,5e-05
806,24.0,0.7313333333333334,5e-05
807,77.0,0.731,5e-05
808,17.0,0.7306666666666667,5e-05
809,112.0,0.7303333333333333,5e-05
810,13.0,0.73,5e-05
811,48.0,0.7296666666666667,5e-05
812,22.0,0.7293333333333334,5e-05
813,28.0,0.729,5e-05
814,30.0,0.7286666666666667,5e-05
815,82.0,0.7283333333333333,5e-05
816,30.0,0.728,5e-05
817,36.0,0.7276666666666667,5e-05
818,29.0,0.7273333333333334,5e-05
819,100.0,0.727,5e-05
820,59.0,0.7266666666666667,5e-05
821,76.0,0.7263333333333333,5e-05
822,95.0,0.726,5e-05
823,12.0,0.7256666666666667,5e-05
824,31.0,0.7253333333333334,5e-05
825,23.0,0.725,5e-05
826,53.0,0.7246666666666667,5e-05
827,14.0,0.7243333333333333,5e-05
828,33.0,0.724,5e-05
829,25.0,0.7236666666666667,5e-05
830,77.0,0.7233333333333334,5e-05
831,108.0,0.723,5e-05
832,142.0,0.7226666666666667,5e-05
833,17.0,0.7223333333333333,5e-05
834,19.0,0.722,5e-05
835,76.0,0.7216666666666667,5e-05
836,13.0,0.7213333333333334,5e-05
837,39.0,0.721,5e-05
838,88.0,0.7206666666666667,5e-05
839,29.0,0.7203333333333333,5e-05
840,84.0,0.72,5e-05
841,72.0,0.7196666666666667,5e-05
842,21.0,0.7193333333333334,5e-05
843,27.0,0.719,5e-05
844,21.0,0.7186666666666667,5e-05
845,29.0,0.7183333333333333,5e-05
846,17.0,0.718,5e-05
847,36.0,0.7176666666666667,5e-05
848,23.0,0.7173333333333334,5e-05
849,32.0,0.7170000000000001,5e-05
850,43.0,0.7166666666666667,5e-05
851,50.0,0.7163333333333333,5e-05
852,114.0,0.716,5e-05
853,34.0,0.7156666666666667,5e-05
854,11.0,0.7153333333333334,5e-05
855,61.0,0.7150000000000001,5e-05
856,29.0,0.7146666666666667,5e-05
857,24.0,0.7143333333333333,5e-05
858,46.0,0.714,5e-05
859,70.0,0.7136666666666667,5e-05
860,29.0,0.7133333333333334,5e-05
861,12.0,0.7130000000000001,5e-05
862,18.0,0.7126666666666667,5e-05
863,24.0,0.7123333333333333,5e-05
864,17.0,0.712,5e-05
865,33.0,0.7116666666666667,5e-05
866,88.0,0.7113333333333334,5e-05
867,33.0,0.7110000000000001,5e-05
868,22.0,0.7106666666666667,5e-05
869,47.0,0.7103333333333333,5e-05
870,74.0,0.71,5e-05
871,138.0,0.7096666666666667,5e-05
872,63.0,0.7093333333333334,5e-05
873,62.0,0.7090000000000001,5e-05
874,98.0,0.7086666666666667,5e-05
875,29.0,0.7083333333333333,5e-05
876,22.0,0.708,5e-05
877,34.0,0.7076666666666667,5e-05
878,79.0,0.7073333333333334,5e-05
879,27.0,0.7070000000000001,5e-05
880,19.0,0.7066666666666667,5e-05
881,174.0,0.7063333333333333,5e-05
882,70.0,0.706,5e-05
883,38.0,0.7056666666666667,5e-05
884,29.0,0.7053333333333334,5e-05
885,52.0,0.7050000000000001,5e-05
886,31.0,0.7046666666666667,5e-05
887,52.0,0.7043333333333333,5e-05
888,22.0,0.704,5e-05
889,69.0,0.7036666666666667,5e-05
890,104.0,0.7033333333333334,5e-05
891,68.0,0.7030000000000001,5e-05
892,27.0,0.7026666666666667,5e-05
893,71.0,0.7023333333333333,5e-05
894,126.0,0.702,5e-05
895,12.0,0.7016666666666667,5e-05
896,30.0,0.7013333333333334,5e-05
897,40.0,0.7010000000000001,5e-05
898,90.0,0.7006666666666667,5e-05
899,120.0,0.7003333333333333,5e-05
900,146.0,0.7,5e-05
901,26.0,0.6996666666666667,5e-05
902,25.0,0.6993333333333334,5e-05
903,52.0,0.6990000000000001,5e-05
904,13.0,0.6986666666666667,5e-05
905,20.0,0.6983333333333333,5e-05
906,40.0,0.698,5e-05
907,82.0,0.6976666666666667,5e-05
908,43.0,0.6973333333333334,5e-05
909,77.0,0.6970000000000001,5e-05
910,59.0,0.6966666666666667,5e-05
911,35.0,0.6963333333333334,5e-05
912,40.0,0.696,5e-05
913,91.0,0.6956666666666667,5e-05
914,106.0,0.6953333333333334,5e-05
915,30.0,0.6950000000000001,5e-05
916,49.0,0.6946666666666667,5e-05
917,126.0,0.6943333333333334,5e-05
918,28.0,0.694,5e-05
919,110.0,0.6936666666666667,5e-05
920,12.0,0.6933333333333334,5e-05
921,176.0,0.6930000000000001,5e-05
922,51.0,0.6926666666666667,5e-05
923,75.0,0.6923333333333334,5e-05
924,170.0,0.692,5e-05
925,37.0,0.6916666666666667,5e-05
926,40.0,0.6913333333333334,5e-05
927,53.0,0.6910000000000001,5e-05
928,43.0,0.6906666666666667,5e-05
929,83.0,0.6903333333333334,5e-05
930,11.0,0.69,5e-05
931,36.0,0.6896666666666667,5e-05
932,22.0,0.6893333333333334,5e-05
933,16.0,0.6890000000000001,5e-05
934,55.0,0.6886666666666666,5e-05
935,46.0,0.6883333333333334,5e-05
936,94.0,0.688,5e-05
937,14.0,0.6876666666666666,5e-05
938,55.0,0.6873333333333334,5e-05
939,91.0,0.687,5e-05
940,19.0,0.6866666666666666,5e-05
941,28.0,0.6863333333333334,5e-05
942,71.0,0.6859999999999999,5e-05
943,51.0,0.6856666666666666,5e-05
944,42.0,0.6853333333333333,5e-05
945,17.0,0.685,5e-05
946,10.0,0.6846666666666666,5e-05
947,21.0,0.6843333333333333,5e-05
948,31.0,0.6839999999999999,5e-05
949,94.0,0.6836666666666666,5e-05
950,93.0,0.6833333333333333,5e-05
951,58.0,0.683,5e-05
952,66.0,0.6826666666666666,5e-05
953,36.0,0.6823333333333333,5e-05
954,176.0,0.6819999999999999,5e-05
955,18.0,0.6816666666666666,5e-05
956,11.0,0.6813333333333333,5e-05
957,98.0,0.681,5e-05
958,47.0,0.6806666666666666,5e-05
959,15.0,0.6803333333333333,5e-05
960,54.0,0.6799999999999999,5e-05
961,22.0,0.6796666666666666,5e-05
962,65.0,0.6793333333333333,5e-05
963,77.0,0.679,5e-05
964,76.0,0.6786666666666666,5e-05
965,50.0,0.6783333333333333,5e-05
966,12.0,0.6779999999999999,5e-05
967,29.0,0.6776666666666666,5e-05
968,38.0,0.6773333333333333,5e-05
969,41.0,0.677,5e-05
970,121.0,0.6766666666666667,5e-05
971,81.0,0.6763333333333333,5e-05
972,32.0,0.6759999999999999,5e-05
973,33.0,0.6756666666666666,5e-05
974,83.0,0.6753333333333333,5e-05
975,63.0,0.675,5e-05
976,78.0,0.6746666666666667,5e-05
977,119.0,0.6743333333333333,5e-05
978,19.0,0.6739999999999999,5e-05
979,103.0,0.6736666666666666,5e-05
980,16.0,0.6733333333333333,5e-05
981,20.0,0.673,5e-05
982,108.0,0.6726666666666667,5e-05
983,28.0,0.6723333333333333,5e-05
984,45.0,0.6719999999999999,5e-05
985,56.0,0.6716666666666666,5e-05
986,23.0,0.6713333333333333,5e-05
987,36.0,0.671,5e-05
988,55.0,0.6706666666666667,5e-05
989,89.0,0.6703333333333333,5e-05
990,18.0,0.6699999999999999,5e-05
991,96.0,0.6696666666666666,5e-05
992,52.0,0.6693333333333333,5e-05
993,10.0,0.669,5e-05
994,67.0,0.6686666666666667,5e-05
995,67.0,0.6683333333333333,5e-05
996,70.0,0.6679999999999999,5e-05
997,74.0,0.6676666666666666,5e-05
998,34.0,0.6673333333333333,5e-05
999,71.0,0.667,5e-05
1000,52.0,0.6666666666666667,5e-05
1001,136.0,0.6663333333333333,5e-05
1002,17.0,0.6659999999999999,5e-05
1003,91.0,0.6656666666666666,5e-05
1004,77.0,0.6653333333333333,5e-05
1005,103.0,0.665,5e-05
1006,38.0,0.6646666666666667,5e-05
1007,40.0,0.6643333333333333,5e-05
1008,25.0,0.6639999999999999,5e-05
1009,74.0,0.6636666666666666,5e-05
1010,136.0,0.6633333333333333,5e-05
1011,100.0,0.663,5e-05
1012,65.0,0.6626666666666667,5e-05
1013,45.0,0.6623333333333333,5e-05
1014,39.0,0.6619999999999999,5e-05
1015,105.0,0.6616666666666666,5e-05
1016,53.0,0.6613333333333333,5e-05
1017,169.0,0.661,5e-05
1018,10.0,0.6606666666666667,5e-05
1019,55.0,0.6603333333333333,5e-05
1020,43.0,0.6599999999999999,5e-05
1021,27.0,0.6596666666666666,5e-05
1022,21.0,0.6593333333333333,5e-05
1023,18.0,0.659,5e-05
1024,32.0,0.6586666666666667,5e-05
1025,49.0,0.6583333333333333,5e-05
1026,152.0,0.6579999999999999,5e-05
1027,23.0,0.6576666666666666,5e-05
1028,34.0,0.6573333333333333,5e-05
1029,79.0,0.657,5e-05
1030,54.0,0.6566666666666667,5e-05
1031,103.0,0.6563333333333333,5e-05
1032,21.0,0.656,5e-05
1033,56.0,0.6556666666666666,5e-05
1034,114.0,0.6553333333333333,5e-05
1035,108.0,0.655,5e-05
1036,187.0,0.6546666666666667,5e-05
1037,14.0,0.6543333333333333,5e-05
1038,60.0,0.654,5e-05
1039,23.0,0.6536666666666666,5e-05
1040,52.0,0.6533333333333333,5e-05
1041,70.0,0.653,5e-05
1042,73.0,0.6526666666666667,5e-05
1043,65.0,0.6523333333333333,5e-05
1044,79.0,0.652,5e-05
1045,37.0,0.6516666666666666,5e-05
1046,98.0,0.6513333333333333,5e-05
1047,29.0,0.651,5e-05
1048,41.0,0.6506666666666667,5e-05
1049,13.0,0.6503333333333333,5e-05
1050,86.0,0.65,5e-05
1051,25.0,0.6496666666666666,5e-05
1052,56.0,0.6493333333333333,5e-05
1053,43.0,0.649,5e-05
1054,51.0,0.6486666666666667,5e-05
1055,12.0,0.6483333333333333,5e-05
1056,102.0,0.648,5e-05
1057,38.0,0.6476666666666666,5e-05
1058,21.0,0.6473333333333333,5e-05
1059,42.0,0.647,5e-05
1060,12.0,0.6466666666666667,5e-05
1061,129.0,0.6463333333333333,5e-05
1062,33.0,0.646,5e-05
1063,20.0,0.6456666666666666,5e-05
1064,40.0,0.6453333333333333,5e-05
1065,34.0,0.645,5e-05
1066,60.0,0.6446666666666667,5e-05
1067,31.0,0.6443333333333333,5e-05
1068,74.0,0.644,5e-05
1069,18.0,0.6436666666666666,5e-05
1070,214.0,0.6433333333333333,5e-05
1071,88.0,0.643,5e-05
1072,77.0,0.6426666666666667,5e-05
1073,33.0,0.6423333333333333,5e-05
1074,26.0,0.642,5e-05
1075,38.0,0.6416666666666666,5e-05
1076,37.0,0.6413333333333333,5e-05
1077,42.0,0.641,5e-05
1078,14.0,0.6406666666666667,5e-05
1079,38.0,0.6403333333333333,5e-05
1080,64.0,0.64,5e-05
1081,34.0,0.6396666666666666,5e-05
1082,11.0,0.6393333333333333,5e-05
1083,142.0,0.639,5e-05
1084,70.0,0.6386666666666667,5e-05
1085,13.0,0.6383333333333333,5e-05
1086,14.0,0.638,5e-05
1087,46.0,0.6376666666666666,5e-05
1088,65.0,0.6373333333333333,5e-05
1089,123.0,0.637,5e-05
1090,37.0,0.6366666666666667,5e-05
1091,19.0,0.6363333333333333,5e-05
1092,12.0,0.636,5e-05
1093,146.0,0.6356666666666666,5e-05
1094,91.0,0.6353333333333333,5e-05
1095,111.0,0.635,5e-05
1096,43.0,0.6346666666666667,5e-05
1097,93.0,0.6343333333333334,5e-05
1098,24.0,0.634,5e-05
1099,31.0,0.6336666666666666,5e-05
1100,37.0,0.6333333333333333,5e-05
1101,56.0,0.633,5e-05
1102,58.0,0.6326666666666667,5e-05
1103,28.0,0.6323333333333334,5e-05
1104,35.0,0.632,5e-05
1105,18.0,0.6316666666666666,5e-05
1106,34.0,0.6313333333333333,5e-05
1107,77.0,0.631,5e-05
1108,51.0,0.6306666666666667,5e-05
1109,47.0,0.6303333333333334,5e-05
1110,104.0,0.63,5e-05
1111,13.0,0.6296666666666666,5e-05
1112,59.0,0.6293333333333333,5e-05
1113,154.0,0.629,5e-05
1114,48.0,0.6286666666666667,5e-05
1115,90.0,0.6283333333333334,5e-05
1116,61.0,0.628,5e-05
1117,221.0,0.6276666666666666,5e-05
1118,73.0,0.6273333333333333,5e-05
1119,46.0,0.627,5e-05
1120,82.0,0.6266666666666667,5e-05
1121,83.0,0.6263333333333334,5e-05
1122,26.0,0.626,5e-05
1123,13.0,0.6256666666666666,5e-05
1124,38.0,0.6253333333333333,5e-05
1125,40.0,0.625,5e-05
1126,40.0,0.6246666666666667,5e-05
1127,172.0,0.6243333333333334,5e-05
1128,46.0,0.624,5e-05
1129,149.0,0.6236666666666666,5e-05
1130,66.0,0.6233333333333333,5e-05
1131,38.0,0.623,5e-05
1132,53.0,0.6226666666666667,5e-05
1133,23.0,0.6223333333333334,5e-05
1134,13.0,0.622,5e-05
1135,43.0,0.6216666666666666,5e-05
1136,10.0,0.6213333333333333,5e-05
1137,64.0,0.621,5e-05
1138,93.0,0.6206666666666667,5e-05
1139,16.0,0.6203333333333334,5e-05
1140,167.0,0.62,5e-05
1141,85.0,0.6196666666666666,5e-05
1142,59.0,0.6193333333333333,5e-05
1143,107.0,0.619,5e-05
1144,130.0,0.6186666666666667,5e-05
1145,24.0,0.6183333333333334,5e-05
1146,122.0,0.618,5e-05
1147,41.0,0.6176666666666666,5e-05
1148,21.0,0.6173333333333333,5e-05
1149,54.0,0.617,5e-05
1150,299.0,0.6166666666666667,5e-05
1151,19.0,0.6163333333333334,5e-05
1152,79.0,0.616,5e-05
1153,21.0,0.6156666666666666,5e-05
1154,179.0,0.6153333333333333,5e-05
1155,65.0,0.615,5e-05
1156,18.0,0.6146666666666667,5e-05
1157,104.0,0.6143333333333334,5e-05
1158,15.0,0.614,5e-05
1159,39.0,0.6136666666666667,5e-05
1160,19.0,0.6133333333333333,5e-05
1161,70.0,0.613,5e-05
1162,134.0,0.6126666666666667,5e-05
1163,103.0,0.6123333333333334,5e-05
1164,36.0,0.612,5e-05
1165,40.0,0.6116666666666667,5e-05
1166,20.0,0.6113333333333333,5e-05
1167,65.0,0.611,5e-05
1168,19.0,0.6106666666666667,5e-05
1169,106.0,0.6103333333333334,5e-05
1170,16.0,0.61,5e-05
1171,74.0,0.6096666666666667,5e-05
1172,27.0,0.6093333333333333,5e-05
1173,60.0,0.609,5e-05
1174,36.0,0.6086666666666667,5e-05
1175,23.0,0.6083333333333334,5e-05
1176,182.0,0.608,5e-05
1177,117.0,0.6076666666666667,5e-05
1178,47.0,0.6073333333333333,5e-05
1179,87.0,0.607,5e-05
1180,18.0,0.6066666666666667,5e-05
1181,123.0,0.6063333333333334,5e-05
1182,183.0,0.606,5e-05
1183,97.0,0.6056666666666667,5e-05
1184,103.0,0.6053333333333333,5e-05
1185,112.0,0.605,5e-05
1186,99.0,0.6046666666666667,5e-05
1187,87.0,0.6043333333333334,5e-05
1188,34.0,0.604,5e-05
1189,41.0,0.6036666666666667,5e-05
1190,50.0,0.6033333333333333,5e-05
1191,156.0,0.603,5e-05
1192,36.0,0.6026666666666667,5e-05
1193,19.0,0.6023333333333334,5e-05
1194,25.0,0.602,5e-05
1195,46.0,0.6016666666666667,5e-05
1196,15.0,0.6013333333333333,5e-05
1197,138.0,0.601,5e-05
1198,148.0,0.6006666666666667,5e-05
1199,75.0,0.6003333333333334,5e-05
1200,69.0,0.6,5e-05
1201,211.0,0.5996666666666667,5e-05
1202,38.0,0.5993333333333333,5e-05
1203,155.0,0.599,5e-05
1204,30.0,0.5986666666666667,5e-05
1205,124.0,0.5983333333333334,5e-05
1206,35.0,0.598,5e-05
1207,55.0,0.5976666666666667,5e-05
1208,24.0,0.5973333333333333,5e-05
1209,187.0,0.597,5e-05
1210,38.0,0.5966666666666667,5e-05
1211,16.0,0.5963333333333334,5e-05
1212,77.0,0.596,5e-05
1213,99.0,0.5956666666666667,5e-05
1214,17.0,0.5953333333333333,5e-05
1215,48.0,0.595,5e-05
1216,17.0,0.5946666666666667,5e-05
1217,26.0,0.5943333333333334,5e-05
1218,15.0,0.594,5e-05
1219,23.0,0.5936666666666667,5e-05
1220,315.0,0.5933333333333333,5e-05
1221,117.0,0.593,5e-05
1222,173.0,0.5926666666666667,5e-05
1223,133.0,0.5923333333333334,5e-05
1224,30.0,0.5920000000000001,5e-05
1225,143.0,0.5916666666666667,5e-05
1226,171.0,0.5913333333333333,5e-05
1227,137.0,0.591,5e-05
1228,53.0,0.5906666666666667,5e-05
1229,96.0,0.5903333333333334,5e-05
1230,31.0,0.5900000000000001,5e-05
1231,69.0,0.5896666666666667,5e-05
1232,55.0,0.5893333333333333,5e-05
1233,33.0,0.589,5e-05
1234,61.0,0.5886666666666667,5e-05
1235,18.0,0.5883333333333334,5e-05
1236,85.0,0.5880000000000001,5e-05
1237,13.0,0.5876666666666667,5e-05
1238,52.0,0.5873333333333333,5e-05
1239,29.0,0.587,5e-05
1240,205.0,0.5866666666666667,5e-05
1241,22.0,0.5863333333333334,5e-05
1242,22.0,0.5860000000000001,5e-05
1243,54.0,0.5856666666666667,5e-05
1244,27.0,0.5853333333333333,5e-05
1245,26.0,0.585,5e-05
1246,97.0,0.5846666666666667,5e-05
1247,96.0,0.5843333333333334,5e-05
1248,19.0,0.5840000000000001,5e-05
1249,93.0,0.5836666666666667,5e-05
1250,39.0,0.5833333333333333,5e-05
1251,111.0,0.583,5e-05
1252,69.0,0.5826666666666667,5e-05
1253,72.0,0.5823333333333334,5e-05
1254,36.0,0.5820000000000001,5e-05
1255,261.0,0.5816666666666667,5e-05
1256,107.0,0.5813333333333333,5e-05
1257,52.0,0.581,5e-05
1258,177.0,0.5806666666666667,5e-05
1259,26.0,0.5803333333333334,5e-05
1260,31.0,0.5800000000000001,5e-05
1261,31.0,0.5796666666666667,5e-05
1262,29.0,0.5793333333333333,5e-05
1263,135.0,0.579,5e-05
1264,208.0,0.5786666666666667,5e-05
1265,24.0,0.5783333333333334,5e-05
1266,125.0,0.5780000000000001,5e-05
1267,68.0,0.5776666666666667,5e-05
1268,63.0,0.5773333333333333,5e-05
1269,63.0,0.577,5e-05
1270,34.0,0.5766666666666667,5e-05
1271,144.0,0.5763333333333334,5e-05
1272,33.0,0.5760000000000001,5e-05
1273,70.0,0.5756666666666667,5e-05
1274,119.0,0.5753333333333333,5e-05
1275,53.0,0.575,5e-05
1276,26.0,0.5746666666666667,5e-05
1277,24.0,0.5743333333333334,5e-05
1278,48.0,0.5740000000000001,5e-05
1279,73.0,0.5736666666666667,5e-05
1280,75.0,0.5733333333333333,5e-05
1281,21.0,0.573,5e-05
1282,118.0,0.5726666666666667,5e-05
1283,67.0,0.5723333333333334,5e-05
1284,59.0,0.5720000000000001,5e-05
1285,116.0,0.5716666666666667,5e-05
1286,198.0,0.5713333333333334,5e-05
1287,19.0,0.571,5e-05
1288,32.0,0.5706666666666667,5e-05
1289,203.0,0.5703333333333334,5e-05
1290,34.0,0.5700000000000001,5e-05
1291,72.0,0.5696666666666667,5e-05
1292,16.0,0.5693333333333334,5e-05
1293,86.0,0.569,5e-05
1294,90.0,0.5686666666666667,5e-05
1295,98.0,0.5683333333333334,5e-05
1296,186.0,0.5680000000000001,5e-05
1297,318.0,0.5676666666666667,5e-05
1298,23.0,0.5673333333333334,5e-05
1299,18.0,0.567,5e-05
1300,93.0,0.5666666666666667,5e-05
1301,74.0,0.5663333333333334,5e-05
1302,211.0,0.5660000000000001,5e-05
1303,50.0,0.5656666666666667,5e-05
1304,55.0,0.5653333333333334,5e-05
1305,275.0,0.565,5e-05
1306,17.0,0.5646666666666667,5e-05
1307,167.0,0.5643333333333334,5e-05
1308,239.0,0.5640000000000001,5e-05
1309,54.0,0.5636666666666666,5e-05
1310,121.0,0.5633333333333334,5e-05
1311,67.0,0.563,5e-05
1312,32.0,0.5626666666666666,5e-05
1313,76.0,0.5623333333333334,5e-05
1314,58.0,0.562,5e-05
1315,103.0,0.5616666666666666,5e-05
1316,127.0,0.5613333333333334,5e-05
1317,78.0,0.5609999999999999,5e-05
1318,58.0,0.5606666666666666,5e-05
1319,61.0,0.5603333333333333,5e-05
1320,157.0,0.56,5e-05
1321,23.0,0.5596666666666666,5e-05
1322,58.0,0.5593333333333333,5e-05
1323,16.0,0.5589999999999999,5e-05
1324,31.0,0.5586666666666666,5e-05
1325,150.0,0.5583333333333333,5e-05
1326,174.0,0.558,5e-05
1327,70.0,0.5576666666666666,5e-05
1328,126.0,0.5573333333333333,5e-05
1329,68.0,0.5569999999999999,5e-05
1330,23.0,0.5566666666666666,5e-05
1331,96.0,0.5563333333333333,5e-05
1332,97.0,0.556,5e-05
1333,84.0,0.5556666666666666,5e-05
1334,214.0,0.5553333333333333,5e-05
1335,224.0,0.5549999999999999,5e-05
1336,137.0,0.5546666666666666,5e-05
1337,104.0,0.5543333333333333,5e-05
1338,45.0,0.554,5e-05
1339,251.0,0.5536666666666666,5e-05
1340,65.0,0.5533333333333333,5e-05
1341,19.0,0.5529999999999999,5e-05
1342,121.0,0.5526666666666666,5e-05
1343,11.0,0.5523333333333333,5e-05
1344,96.0,0.552,5e-05
1345,118.0,0.5516666666666667,5e-05
1346,99.0,0.5513333333333333,5e-05
1347,89.0,0.5509999999999999,5e-05
1348,174.0,0.5506666666666666,5e-05
1349,115.0,0.5503333333333333,5e-05
1350,65.0,0.55,5e-05
1351,37.0,0.5496666666666667,5e-05
1352,210.0,0.5493333333333333,5e-05
1353,136.0,0.5489999999999999,5e-05
1354,40.0,0.5486666666666666,5e-05
1355,106.0,0.5483333333333333,5e-05
1356,179.0,0.548,5e-05
1357,285.0,0.5476666666666667,5e-05
1358,33.0,0.5473333333333333,5e-05
1359,157.0,0.5469999999999999,5e-05
1360,237.0,0.5466666666666666,5e-05
1361,63.0,0.5463333333333333,5e-05
1362,61.0,0.546,5e-05
1363,51.0,0.5456666666666667,5e-05
1364,187.0,0.5453333333333333,5e-05
1365,101.0,0.5449999999999999,5e-05
1366,111.0,0.5446666666666666,5e-05
1367,101.0,0.5443333333333333,5e-05
1368,79.0,0.544,5e-05
1369,77.0,0.5436666666666667,5e-05
1370,27.0,0.5433333333333333,5e-05
1371,45.0,0.5429999999999999,5e-05
1372,276.0,0.5426666666666666,5e-05
1373,71.0,0.5423333333333333,5e-05
1374,83.0,0.542,5e-05
1375,32.0,0.5416666666666667,5e-05
1376,88.0,0.5413333333333333,5e-05
1377,181.0,0.5409999999999999,5e-05
1378,18.0,0.5406666666666666,5e-05
1379,140.0,0.5403333333333333,5e-05
1380,15.0,0.54,5e-05
1381,68.0,0.5396666666666667,5e-05
1382,38.0,0.5393333333333333,5e-05
1383,85.0,0.5389999999999999,5e-05
1384,96.0,0.5386666666666666,5e-05
1385,67.0,0.5383333333333333,5e-05
1386,204.0,0.538,5e-05
1387,42.0,0.5376666666666667,5e-05
1388,329.0,0.5373333333333333,5e-05
1389,46.0,0.5369999999999999,5e-05
1390,215.0,0.5366666666666666,5e-05
1391,19.0,0.5363333333333333,5e-05
1392,92.0,0.536,5e-05
1393,191.0,0.5356666666666667,5e-05
1394,120.0,0.5353333333333333,5e-05
1395,61.0,0.5349999999999999,5e-05
1396,31.0,0.5346666666666666,5e-05
1397,62.0,0.5343333333333333,5e-05
1398,13.0,0.534,5e-05
1399,256.0,0.5336666666666667,5e-05
1400,23.0,0.5333333333333333,5e-05
1401,88.0,0.5329999999999999,5e-05
1402,138.0,0.5326666666666666,5e-05
1403,82.0,0.5323333333333333,5e-05
1404,87.0,0.532,5e-05
1405,109.0,0.5316666666666667,5e-05
1406,213.0,0.5313333333333333,5e-05
1407,153.0,0.531,5e-05
1408,288.0,0.5306666666666666,5e-05
1409,89.0,0.5303333333333333,5e-05
1410,115.0,0.53,5e-05
1411,207.0,0.5296666666666667,5e-05
1412,66.0,0.5293333333333333,5e-05
1413,74.0,0.529,5e-05
1414,93.0,0.5286666666666666,5e-05
1415,52.0,0.5283333333333333,5e-05
1416,119.0,0.528,5e-05
1417,16.0,0.5276666666666667,5e-05
1418,264.0,0.5273333333333333,5e-05
1419,40.0,0.527,5e-05
1420,245.0,0.5266666666666666,5e-05
1421,32.0,0.5263333333333333,5e-05
1422,159.0,0.526,5e-05
1423,74.0,0.5256666666666667,5e-05
1424,23.0,0.5253333333333333,5e-05
1425,50.0,0.525,5e-05
1426,213.0,0.5246666666666666,5e-05
1427,63.0,0.5243333333333333,5e-05
1428,169.0,0.524,5e-05
1429,45.0,0.5236666666666667,5e-05
1430,23.0,0.5233333333333333,5e-05
1431,200.0,0.523,5e-05
1432,83.0,0.5226666666666666,5e-05
1433,53.0,0.5223333333333333,5e-05
1434,62.0,0.522,5e-05
1435,128.0,0.5216666666666667,5e-05
1436,170.0,0.5213333333333333,5e-05
1437,182.0,0.521,5e-05
1438,17.0,0.5206666666666666,5e-05
1439,32.0,0.5203333333333333,5e-05
1440,191.0,0.52,5e-05
1441,113.0,0.5196666666666667,5e-05
1442,117.0,0.5193333333333333,5e-05
1443,55.0,0.519,5e-05
1444,28.0,0.5186666666666666,5e-05
1445,178.0,0.5183333333333333,5e-05
1446,38.0,0.518,5e-05
1447,188.0,0.5176666666666667,5e-05
1448,52.0,0.5173333333333333,5e-05
1449,91.0,0.517,5e-05
1450,11.0,0.5166666666666666,5e-05
1451,76.0,0.5163333333333333,5e-05
1452,98.0,0.516,5e-05
1453,216.0,0.5156666666666667,5e-05
1454,17.0,0.5153333333333333,5e-05
1455,164.0,0.515,5e-05
1456,29.0,0.5146666666666666,5e-05
1457,195.0,0.5143333333333333,5e-05
1458,56.0,0.514,5e-05
1459,115.0,0.5136666666666667,5e-05
1460,91.0,0.5133333333333333,5e-05
1461,145.0,0.513,5e-05
1462,40.0,0.5126666666666666,5e-05
1463,59.0,0.5123333333333333,5e-05
1464,226.0,0.512,5e-05
1465,96.0,0.5116666666666667,5e-05
1466,298.0,0.5113333333333333,5e-05
1467,148.0,0.511,5e-05
1468,159.0,0.5106666666666666,5e-05
1469,26.0,0.5103333333333333,5e-05
1470,175.0,0.51,5e-05
1471,227.0,0.5096666666666667,5e-05
1472,133.0,0.5093333333333334,5e-05
